,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A Deductions 
"$50,000 or more      ",96,316,134,"9,117",95,"8,772",94,268,96,"1,522",**        ,**        ,*       38
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96521,283,677,241,"19,247",266,"20,272",246,374,263,"3,200",21,--        ,71
"Under $10,000        ",34,29,8,-13,19,990,18,6,16,4,--        ,--        ,*       10
"$10,000 under $25,000",24,32,5,407,23,702,13,8,22,31,**        ,--        ,**        
"$25,000 under $50,000",46,95,27,"1,821",46,"2,329",40,34,46,197,**        ,--        ,**        
"$50,000 or more      ",179,521,201,"17,032",178,"16,251",175,326,179,"2,968",*       21,--        ,61
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96522,98,249,98,"6,507",91,"6,175",92,108,94,976,**        ,--        ,25
"Under $10,000        ",*       19,*       12,*        2,*        126,*       12,*        213,*       13,*        3,*       16,*         11,--        ,--        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$25,000 under $50,000",18,51,23,713,18,692,18,7,17,56,--        ,--        ,**        
"$50,000 or more      ",61,186,73,"5,668",61,"5,270",61,98,61,909,**        ,--        ,*       25
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96531,60,130,31,"2,292",47,"1,923",51,49,53,280,**        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*       25,*       43,*        4,*        374,*       15,*        250,*       20,*       14,*       19,*         17,--        ,--        ,--        
"$25,000 under $50,000",19,49,16,694,18,646,16,4,18,65,--        ,--        ,**        
"$50,000 or more      ",16,38,11,"1,224",14,"1,027",15,31,16,198,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96534,221,565,218,"10,575",211,"10,472",179,274,195,"1,304",**        ,**        ,42
"Under $10,000        ",24,12,1,60,14,224,16,8,10,2,--        ,--        ,--        
"$10,000 under $25,000",35,69,23,692,35,716,20,4,27,38,--        ,--        ,**        
"$25,000 under $50,000",72,230,104,"2,665",72,"2,781",61,36,68,192,**        ,--        ,*       15
"$50,000 or more      ",90,254,90,"7,158",90,"6,751",82,226,90,"1,072",**        ,**        ,27
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96535,64,143,46,"3,957",56,"3,527",54,107,61,612,**        ,**        ,18
"Under $10,000        ",*       15,*       10,*        2,*        165,**        ,**          ,*       11,*       20,*       12,*         17,--        ,--        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$25,000 under $50,000",13,30,9,539,*       21,*        664,10,3,13,55,--        ,--        ,**        
"$50,000 or more      ",36,103,35,"3,253",35,"2,863",33,84,36,540,**        ,**        ,*       18
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96537,355,709,220,"8,447",355,"8,381",165,59,321,611,**        ,--        ,**        
"Under $10,000        ",15,17,3,121,15,122,**        ,**        ,10,3,--        ,--        ,--        
"$10,000 under $25,000",223,352,82,"3,625",223,"3,617",*       78,*       19,199,196,**        ,--        ,**        
"$25,000 under $50,000",91,254,98,"2,993",91,"2,974",64,16,86,205,**        ,--        ,**        
"$50,000 or more      ",26,86,37,"1,708",26,"1,668",23,24,26,207,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96538,190,368,114,"6,036",187,"5,959",107,48,171,692,**        ,--        ,10
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*      101,*      148,*       33,"*      1,560",*       98,"*      1,549",37,4,*       87,*         92,**        ,--        ,*       10
"$25,000 under $50,000",64,161,61,"2,284",64,"2,289",46,10,59,191,**        ,--        ,**        
"$50,000 or more      ",25,59,20,"2,192",25,"2,121",24,34,25,409,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96540,632,"1,479",520,"18,056",631,"17,859",342,125,533,"1,481",20,--        ,23
"Under $10,000        ",30,27,--        ,196,29,192,**        ,**        ,13,5,--        ,--        ,--        
"$10,000 under $25,000",325,615,182,"5,609",325,"5,618",*      132,*       18,256,280,**        ,--        ,**        
"$25,000 under $50,000",206,613,247,"7,059",206,"7,072",144,50,193,490,*       20,--        ,**        
"$50,000 or more      ",71,224,91,"5,192",71,"4,977",66,57,71,706,**        ,--        ,*       23
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96541,18,36,12,600,18,443,**        ,**        ,17,82,--        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*       18,*       36,*       12,*        600,*       18,*        443,**        ,**        ,*       17,*         82,--        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96542,990,"1,633",415,"19,215",983,"18,801",371,86,876,"1,403",34,**        ,26
"Under $10,000        ",144,137,6,"1,056",138,"1,053",28,8,99,31,**        ,--        ,--        
"$10,000 under $25,000",633,929,192,"10,197",633,"10,158",200,34,573,661,*       21,--        ,**        
"$25,000 under $50,000",187,496,191,"6,310",186,"6,145",120,34,178,491,*       13,--        ,*       26
"$50,000 or more      ",26,71,26,"1,652",26,"1,445",23,10,26,220,**        ,**        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96543,553,"1,731",733,"15,814",552,"15,499",268,109,404,895,43,**        ,10
"Under $10,000        ",17,27,7,111,16,106,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",253,741,302,"4,712",253,"4,682",*       86,*       19,*      139,*        109,20,--        ,*       10
"$25,000 under $50,000",239,823,361,"8,267",239,"8,111",144,60,221,488,*       23,**        ,**        
"$50,000 or more      ",44,140,63,"2,724",44,"2,600",38,30,44,298,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96546,572,"1,287",421,"31,005",446,"29,585",439,567,518,"4,620",25,**        ,123
"Under $10,000        ",81,48,6,168,26,490,33,20,48,30,*       11,--        ,**        
"$10,000 under $25,000",96,186,39,"1,672",52,"1,080",50,73,77,90,**        ,--        ,**        
"$25,000 under $50,000",112,280,98,"4,305",89,"4,153",86,74,110,409,**        ,**        ,*       21
"$50,000 or more      ",283,773,278,"24,860",279,"23,862",270,400,283,"4,091",14,--        ,102
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96548,161,453,182,"10,594",153,"10,144",131,132,152,"1,606",10,--        ,48
"Under $10,000        ",10,5,3,19,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",25,58,20,542,*       27,*        581,*       23,*        5,*       27,*         31,*       10,--        ,--        
"$25,000 under $50,000",34,120,58,"1,265",34,"1,267",24,7,33,88,**        ,--        ,**        
"$50,000 or more      ",92,270,101,"8,768",92,"8,296",84,120,92,"1,487",**        ,--        ,*       48
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96549,141,358,145,"7,807",124,"7,482",112,129,129,"1,065",**        ,--        ,35
"Under $10,000        ",*       30,*       23,*        4,*        213,*       14,*        234,*       17,*        2,*       18,*         13,**        ,--        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,--        
"$25,000 under $50,000",33,81,31,"1,264",33,"1,416",24,16,33,132,**        ,--        ,**        
"$50,000 or more      ",78,254,110,"6,330",77,"5,832",71,111,78,920,**        ,--        ,*       35
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96551,36,122,59,"1,682",30,"1,502",31,23,34,178,**        ,--        ,**        
"Under $10,000        ",*       10,*       19,*        6,*        164,--        ,--          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$25,000 under $50,000",14,58,32,560,*       18,*        668,*       20,*        7,*       22,*         39,**        ,--        ,**        
"$50,000 or more      ",12,45,21,958,12,834,11,16,12,139,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96552,163,376,134,"4,330",158,"4,018",104,36,137,349,**        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*      108,*      206,*       61,"*      1,911",*      103,"*      1,892",*       60,*        8,*       87,*        107,--        ,--        ,--        
"$25,000 under $50,000",40,114,45,"1,325",40,"1,273",30,15,35,101,**        ,--        ,**        
"$50,000 or more      ",15,56,28,"1,094",15,853,14,13,15,141,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96553,14,35,14,627,14,587,12,7,12,89,**        ,--        ,**        
"Under $10,000        ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
"$10,000 under $25,000",*       14,*       35,*       14,*        627,*       14,*        587,*       12,*        7,*       12,*         89,**        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96554,78,220,89,"3,409",66,"2,912",59,76,66,385,**        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*       25,*       53,*       17,*        356,*       19,*        368,*       14,*        3,*       14,*         12,--        ,--        ,**        
"$25,000 under $50,000",25,71,29,957,24,940,18,27,24,89,**        ,--        ,--        
"$50,000 or more      ",28,96,43,"2,096",23,"1,604",27,46,28,284,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96555,918,"1,840",565,"18,057",891,"45,485",657,"1,069",398,"1,923",33,**        ,97
"Under $10,000        ",518,751,152,685,491,"18,266",321,246,63,17,*       14,--        ,**        
"$10,000 under $25,000",137,334,117,"2,336",137,"7,303",111,167,81,92,**        ,--        ,*       19
"$25,000 under $50,000",130,336,126,"4,655",130,"7,988",103,197,121,363,*       19,**        ,28
"$50,000 or more      ",133,419,170,"10,381",133,"11,928",122,459,133,"1,451",**        ,--        ,50
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96557,115,135,3,980,114,"4,219",70,120,33,105,**        ,--        ,**        
"Under $10,000        ",84,97,3,45,83,"2,892",47,38,**        ,**          ,**        ,--        ,**        
"$10,000 under $25,000",17,20,--        ,292,17,638,11,25,*       20,*         22,--        ,--        ,**        
"$25,000 under $50,000",*       14,*       18,*   --,*        643,*       14,*        689,*       12,*       57,*       13,*         83,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96558,515,704,112,"18,841",512,"30,776",342,401,332,"3,412",24,**        ,123
"Under $10,000        ",191,247,33,217,189,"10,579",119,69,21,7,*       13,--        ,25
"$10,000 under $25,000",87,122,22,"1,460",86,"3,171",39,47,77,103,**        ,--        ,13
"$25,000 under $50,000",89,128,27,"3,272",89,"3,726",53,53,87,395,**        ,--        ,19
"$50,000 or more      ",148,207,30,"13,892",148,"13,300",131,232,147,"2,907",11,**        ,66
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96600,46,56,6,659,45,657,10,4,42,44,**        ,--        ,**        
"Under $10,000        ",10,10,--        ,76,10,107,*       10,*        4,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*       36,*       46,*        6,*        583,*       35,*        550,**        ,**        ,*       42,*         44,**        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96601,"3,771","4,721",608,"58,781","3,768","58,154","1,099",312,"3,384","4,402",31,--        ,65
"Under $10,000        ","1,028","1,020",12,"8,130","1,025","8,168",173,18,794,218,**        ,--        ,--        
"$10,000 under $25,000","2,307","2,846",339,"33,777","2,307","33,931",603,99,"2,162","2,277",*       18,--        ,25
"$25,000 under $50,000",357,675,203,"11,642",357,"11,310",248,112,349,"1,136",*       13,--        ,24
"$50,000 or more      ",79,180,54,"5,232",79,"4,745",75,83,79,771,**        ,--        ,16
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96602,"1,103","1,370",175,"15,529","1,102","15,516",134,27,996,987,**        ,--        ,10
"Under $10,000        ",172,153,2,"1,257",171,"1,254",**        ,**        ,114,33,--        ,--        ,--        
"$10,000 under $25,000",856,"1,011",87,"11,613",856,"11,611",*       96,*       11,811,740,**        ,--        ,*       10
"$25,000 under $50,000",*       75,*      206,*       86,"*      2,659",*       75,"*      2,651",*       38,*       16,*       71,*        214,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96603,"2,189","2,816",396,"32,884","2,189","32,858",480,50,"2,019","2,159",**        ,--        ,**        
"Under $10,000        ",228,204,1,"1,742",228,"1,740",18,2,162,50,--        ,--        ,--        
"$10,000 under $25,000","1,776","2,111",198,"24,791","1,776","24,770",367,26,"1,684","1,607",**        ,--        ,**        
"$25,000 under $50,000",168,444,172,"5,356",168,"5,372",82,15,156,392,**        ,--        ,**        
"$50,000 or more      ",17,57,25,995,17,976,13,7,17,110,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96604,"2,438","2,838",277,"33,292","2,436","33,296",303,38,"2,211","2,151",**        ,--        ,**        
"Under $10,000        ",414,351,4,"3,056",412,"3,050",**        ,**        ,269,80,--        ,--        ,--        
"$10,000 under $25,000","1,887","2,146",155,"25,371","1,887","25,380",*      238,*       23,"1,811","1,635",**        ,--        ,**        
"$25,000 under $50,000",127,311,107,"4,142",127,"4,147",*       65,*       15,121,338,**        ,--        ,**        
"$50,000 or more      ",10,30,11,723,10,719,**        ,**        ,10,98,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96606,681,782,75,"10,265",681,"10,330",108,21,636,758,**        ,--        ,**        
"Under $10,000        ",90,73,3,641,90,641,**        ,**        ,60,18,--        ,--        ,--        
"$10,000 under $25,000",538,600,40,"7,527",538,"7,556",*       74,*        9,525,511,**        ,--        ,**        
"$25,000 under $50,000",*       53,*      109,*       32,"*      2,097",*       53,"*      2,133",*       34,*       12,*       51,*        229,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96607,300,306,4,"3,870",300,"3,877",17,2,295,264,**        ,--        ,--        
"Under $10,000        ",13,13,--        ,115,13,115,--        ,--        ,12,4,--        ,--        ,--        
"$10,000 under $25,000",*      287,*      293,*        4,"*      3,755",*      287,"*      3,762",*       17,*        2,*      283,*        260,**        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96609,349,388,20,"4,210",349,"4,189",38,4,332,250,--        ,--        ,--        
"Under $10,000        ",120,124,1,"1,132",120,"1,132",**        ,**        ,115,43,--        ,--        ,--        
"$10,000 under $25,000",*      229,*      264,*       19,"*      3,078",*      229,"*      3,057",*       38,*        4,*      217,*        207,--        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96611,129,150,13,"2,138",129,"2,141",15,3,126,184,--        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*      118,*      133,*        8,"*      1,689",*      118,"*      1,694",*       15,*        3,*      116,*        118,--        ,--        ,**        
"$25,000 under $50,000",*       11,*       17,*        5,*        449,*       11,*        447,--        ,--        ,*       10,*         66,--        ,--        ,--        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96612,"1,077","1,188",90,"10,907","1,077","10,766",178,35,896,489,**        ,--        ,12
"Under $10,000        ",736,742,19,"5,601",736,"5,599",74,6,581,117,**        ,--        ,--        
"$10,000 under $25,000",318,393,50,"4,458",318,"4,420",93,25,293,286,**        ,--        ,*       12
"$25,000 under $50,000",*       23,*       53,*       21,*        848,*       23,*        747,*       11,*        4,*       22,*         86,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96615,289,323,31,"3,179",289,"3,123",51,7,212,165,**        ,--        ,**        
"Under $10,000        ",172,172,5,"1,260",172,"1,257",22,2,101,19,**        ,--        ,--        
"$10,000 under $25,000",106,132,21,"1,479",106,"1,481",*       29,*        5,100,94,**        ,--        ,**        
"$25,000 under $50,000",*       11,*       19,*        5,*        440,*       11,*        385,**        ,**        ,*       11,*         52,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96617,266,315,38,"3,674",266,"3,670",38,6,253,238,--        ,--        ,--        
"Under $10,000        ",23,22,1,176,23,176,--        ,--        ,15,5,--        ,--        ,--        
"$10,000 under $25,000",230,255,20,"3,074",230,"3,075",*       38,*        6,226,201,--        ,--        ,--        
"$25,000 under $50,000",13,38,17,424,13,419,**        ,**        ,12,32,--        ,--        ,--        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96618,12,16,2,158,12,156,**        ,**        ,10,9,--        ,--        ,--        
"Under $10,000        ",*       12,*       16,*        2,*        158,*       12,*        156,**        ,**        ,*       10,*          9,--        ,--        ,--        
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96621,223,275,37,"3,820",223,"3,810",38,4,216,296,**        ,--        ,**        
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*      194,*      215,*       17,"*      2,843",*      194,"*      2,843",26,3,*      187,*        206,--        ,--        ,**        
"$25,000 under $50,000",*       29,*       60,*       20,*        977,*       29,*        967,*       12,*        1,*       29,*         90,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96622,384,425,32,"4,052",384,"4,042",113,10,315,191,--        ,--        ,**        
"Under $10,000        ",223,226,5,"1,723",223,"1,719",51,4,168,39,--        ,--        ,--        
"$10,000 under $25,000",*      161,*      199,*       27,"*      2,329",*      161,"*      2,323",*       62,*        6,*      147,*        152,--        ,--        ,**        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96623,565,784,142,"7,897",564,"8,002",210,48,479,448,**        ,--        ,**        
"Under $10,000        ",164,151,1,"1,230",163,"1,233",32,2,116,35,**        ,--        ,--        
"$10,000 under $25,000",355,509,92,"5,121",355,"5,215",147,25,318,293,**        ,--        ,**        
"$25,000 under $50,000",*       46,*      124,*       49,"*      1,546",*       46,"*      1,554",*       31,*       21,*       45,*        120,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96624,289,324,31,"3,979",289,"3,950",51,10,233,294,**        ,--        ,**        
"Under $10,000        ",78,68,--        ,455,78,455,**        ,**        ,28,8,**        ,--        ,--        
"$10,000 under $25,000",188,216,18,"2,654",188,"2,673",*       38,*        6,182,183,**        ,--        ,**        
"$25,000 under $50,000",*       23,*       40,*       13,*        870,*       23,*        822,*       13,*        4,*       23,*        103,**        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96628,349,464,65,"5,782",348,"5,778",124,22,312,433,--        ,--        ,**        
"Under $10,000        ",53,47,--        ,356,52,356,**        ,**        ,26,7,--        ,--        ,--        
"$10,000 under $25,000",255,310,27,"3,877",255,"3,907",*       89,*        7,248,274,--        ,--        ,--        
"$25,000 under $50,000",*       41,*      107,*       38,"*      1,549",*       41,"*      1,515",*       35,*       15,*       38,*        152,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96629,"1,155","1,305",114,"15,142","1,155","15,061",151,33,"1,016","1,017",**        ,--        ,12
"Under $10,000        ",314,309,9,"2,368",314,"2,368",17,3,221,63,**        ,--        ,--        
"$10,000 under $25,000",783,897,75,"10,873",783,"10,859",104,9,740,745,**        ,--        ,*       12
"$25,000 under $50,000",*       58,*       99,*       30,"*      1,901",*       58,"*      1,834",*       30,*       21,*       55,*        209,--        ,--        ,**        
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96634,"1,849","2,431",361,"27,048","1,848","26,833",455,94,"1,637","1,773",**        ,--        ,22
"Under $10,000        ",531,523,1,"4,139",530,"4,156",73,5,417,98,**        ,--        ,--        
"$10,000 under $25,000","1,145","1,473",190,"16,613","1,145","16,564",280,35,"1,053","1,092",**        ,--        ,**        
"$25,000 under $50,000",156,389,151,"5,077",156,"4,988",88,47,151,400,**        ,--        ,*       22
"$50,000 or more      ",17,46,19,"1,219",17,"1,125",14,7,16,183,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96635,"1,098","1,265",124,"15,171","1,098","15,113",141,29,964,"1,039",**        ,--        ,11
"Under $10,000        ",250,243,7,"1,768",250,"1,760",**        ,**        ,150,38,**        ,--        ,--        
"$10,000 under $25,000",782,880,65,"11,124",782,"11,092",*      108,*       13,754,779,**        ,--        ,**        
"$25,000 under $50,000",*       66,*      142,*       52,"*      2,279",*       66,"*      2,261",*       33,*       16,*       60,*        222,--        ,--        ,*       11
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96643,339,370,25,"3,289",339,"3,315",47,6,260,137,**        ,**        ,**        
"Under $10,000        ",216,215,3,"1,587",216,"1,587",22,1,148,32,**        ,--        ,--        
"$10,000 under $25,000",*      123,*      155,*       22,"*      1,702",*      123,"*      1,728",*       25,*        5,*      112,*        105,**        ,**        ,**        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96657,738,"1,315",370,"14,767",738,"14,612",204,83,665,"1,036",13,--        ,16
"Under $10,000        ",77,70,--        ,542,77,539,--        ,--        ,48,15,--        ,--        ,--        
"$10,000 under $25,000",477,675,123,"7,205",477,"7,227",97,15,443,441,*       13,--        ,**        
"$25,000 under $50,000",156,476,206,"5,217",156,"5,180",83,43,146,367,**        ,--        ,*       16
"$50,000 or more      ",28,94,41,"1,803",28,"1,666",24,25,28,213,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96660,270,295,20,"3,503",270,"3,479",59,12,235,236,**        ,--        ,**        
"Under $10,000        ",98,92,1,720,98,719,**        ,**        ,68,17,--        ,--        ,--        
"$10,000 under $25,000",158,181,15,"2,356",158,"2,342",*       59,*       12,153,175,**        ,--        ,**        
"$25,000 under $50,000",14,22,4,427,14,418,**        ,**        ,14,44,--        ,--        ,--        
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
96661,866,930,51,"13,052",866,"12,938",198,44,814,"1,024",**        ,--        ,11
"Under $10,000        ",174,164,1,"1,344",174,"1,370",16,3,134,37,--        ,--        ,--        
"$10,000 under $25,000",604,638,25,"8,731",604,"8,725",144,20,593,652,--        ,--        ,**        
"$25,000 under $50,000",*       88,*      128,*       25,"*      2,977",*       88,"*      2,843",*       38,*       21,*       87,*        335,--        ,--        ,*       11
